jokeId,userId,time,content,image,isError
70c5671f-109c-4396-99de-6fa658205b92,78a97a9a-37f5-451d-be05-bf6b7b68e8e4,2024-11-09 02:56:55.660029+00,"- 映像のHello, world!：Bad Apple!!
- 音楽のHello, world!：ほのぼの神社
- 技術のHello, world!：迫真空手部",,false
e4736376-475a-4545-b6a6-a7cc06bb1394,75e639a3-388d-46f4-b4d1-eda12f30d397,2024-11-05 03:03:55.708574+00,ついに大学で神社が流れるようになりました。,,false
fa98c1f4-f35f-4ee5-a568-6b7bb3b8ec8b,78a97a9a-37f5-451d-be05-bf6b7b68e8e4,2024-11-04 03:05:33.911443+00,"時空にヒビが入っていると思ったら〜
チ○毛でした〜
チクショー！",,false
b7c1b37c-2316-4fdd-94ea-c632957d1c36,44b8f6dd-366e-437a-b862-0c37c3f6e9ce,2024-11-03 17:18:52.919419+00,『ゲルニカ』をオマージュした東方のイラストが見当たらないのですが、誰か知りませんか？,,false
16da4bc2-9ef1-4eff-be13-d2444eed58c7,78a97a9a-37f5-451d-be05-bf6b7b68e8e4,2024-11-02 11:13:13.430869+00,「33.3334」って奇妙な数字だよな。,,false
2baec98e-0ac6-4c34-844d-e32f1b526130,78a97a9a-37f5-451d-be05-bf6b7b68e8e4,2024-10-31 14:20:29.206472+00,全体の20%を悪人が占めない限り、悪用可能な技術は一般に公開するべきである。,,false
27b48dfb-276b-42cf-9d38-89aebb309ca0,78a97a9a-37f5-451d-be05-bf6b7b68e8e4,2024-10-30 01:03:55.332177+00,昔のヒドラは9個の頭を持っていたが、今のヒドラは1個の頭にオクタコア＋制御チップを搭載しているんだよね。,,false
f4053e02-077a-49a5-908e-b75e5449e394,75e639a3-388d-46f4-b4d1-eda12f30d397,2024-10-27 10:17:33.814746+00,"諸事情によりDuskectrumのリポジトリーが初期化されました。
ごめんね。",,false
631043cf-545d-403d-81dc-31fb99b41096,44b8f6dd-366e-437a-b862-0c37c3f6e9ce,2024-10-24 15:30:08.424276+00,ゆっくりしていってね！,419c9fb6-8abf-43f4-bd9f-40215e7753d5.jpg,false
2f06e446-1436-44b8-af72-d4973543028e,44b8f6dd-366e-437a-b862-0c37c3f6e9ce,2024-10-23 00:13:01.261758+00,"芸術が今日まで生き残った理由は究極的に一つだけである。
学問も、社会も、感情も、それらが必要とするからである。

サユータ＝イショー (1964 - 2024)",,false
bab33091-91ef-40ad-909e-1d74b252d626,78a97a9a-37f5-451d-be05-bf6b7b68e8e4,2024-10-22 11:46:21.119974+00,"猫踏んじゃった♪
猫踏んじゃった♪
猫「Oh my god! & What the fuck!?」",,false
4b72737a-7710-431b-a6dd-5e246aa74746,78a97a9a-37f5-451d-be05-bf6b7b68e8e4,2024-10-21 23:59:01.82843+00,ここ最近、UFOが多いっすね。,,false
4c7e464b-7420-4c05-8d85-d7fc56203885,75e639a3-388d-46f4-b4d1-eda12f30d397,2024-10-20 19:52:57.552699+00,午前3時の睡魔に襲われながらもバグを完璧に修復する男、スパイダーマッ！,,false
7376b6b7-e10c-4b89-af9d-825864943b7e,75e639a3-388d-46f4-b4d1-eda12f30d397,2024-10-20 19:50:49.902334+00,学園祭が開催中であろうと真夜中に研究を進める運営スタッフ、スパイダーマッ！,,false
c6577707-cfca-45b6-919d-540bbdaa6086,75e639a3-388d-46f4-b4d1-eda12f30d397,2024-10-18 15:30:11.499045+00,本当にブチ切れているときは「殺すぞ」とか強そうな単語は出ないので、安心しましょう。,,false
2cd43671-8ea7-4b0c-985e-c5ccab3981cd,78a97a9a-37f5-451d-be05-bf6b7b68e8e4,2024-10-16 23:26:46.909555+00,ここだけの話、最近のダーク・ウェブでは「側近が盗撮したであろう、金玉が3個ある金○恩の画像」で大論争が起こっている。,,false
d15227ae-162b-431a-873f-8646214a19d7,78a97a9a-37f5-451d-be05-bf6b7b68e8e4,2024-10-14 02:04:53.689493+00,酒じゃなくて夢で二日酔いした。訴訟。,,false
36e9e74a-a8df-459d-b780-df715540dc13,78a97a9a-37f5-451d-be05-bf6b7b68e8e4,2024-10-11 12:39:41.420138+00,"「H」とかいう性行為の象徴を与えられた不遇な文字。
いや、実は光栄なのか？",,false
b624659c-2c48-4722-a646-82c43f191990,75e639a3-388d-46f4-b4d1-eda12f30d397,2024-10-10 23:12:22.776902+00,闇バイトへ対抗するには、人類を幸福に導く仕事をするだけで大金が貰える神バイトを大量に用意して数で殴り込むしかない。,,false
90d9eeaf-7ca7-4ecd-b682-1648b17687b3,75e639a3-388d-46f4-b4d1-eda12f30d397,2024-10-09 23:54:51.066003+00,"友人曰く、マナー研修は理解できない行動をする人間を事前に理解するための会らしいです。
別に理解まではしなくても…。",,false
cde72635-251f-4385-b5c1-373ab915abf1,78a97a9a-37f5-451d-be05-bf6b7b68e8e4,2024-10-09 02:02:00.368668+00,"昔の価値観を持ち込むのは好ましくないが、
昔の価値観を今日まで批判することも好ましくない。",,false
d6a70635-052f-4bd1-9007-63d3b4490e0d,44b8f6dd-366e-437a-b862-0c37c3f6e9ce,2024-10-07 15:10:08.135911+00,"人間は、このまま人間を続けるのでしょうか？
ナノ技術や生物技術を用いて進化するのでしょうか？
低次元の自由な世界を永遠に謳歌するのでしょうか？",,false
ebbc08a2-a524-4ee1-bead-577df7aa91be,78a97a9a-37f5-451d-be05-bf6b7b68e8e4,2024-10-03 23:24:50.606941+00,"かごめかごめ
籠の中の鳥は
何時何時にヤる
夜明けの晩に
鶴（意味深）と亀（意味深）が滑った
後ろの竿役だーれ

あかん、消されそう。",,false
226771d6-682e-4b38-bbd9-cf42733a6779,44b8f6dd-366e-437a-b862-0c37c3f6e9ce,2024-10-03 11:38:55.485128+00,創造されたキャラクターは、少なからず作者が持つ性格・性質の一部を引き継ぎます。,,false
5e70280d-26f0-48bc-9338-8a23156207ef,44b8f6dd-366e-437a-b862-0c37c3f6e9ce,2024-10-03 07:01:34.207486+00,言葉だけではなく、想像に関する基礎語彙も大量に持つべきでしょう。,,false
685259f6-b09d-4911-ae42-fb191d07d30a,44b8f6dd-366e-437a-b862-0c37c3f6e9ce,2024-10-03 07:00:33.114214+00,世界の真実はフラクタルでしょうか？　ノイズでしょうか？,,false
d2598cdd-d0e6-4135-97dc-890f2279600e,75e639a3-388d-46f4-b4d1-eda12f30d397,2024-10-03 01:02:41.624604+00,"画像認識AIに大量のスナップを読み込ませてGPS不要のナビゲーション・システムを作りたい。
微妙に整備されていない宇宙基地とかで使えそう。",,false
877bc151-0ea9-4197-930d-836eefe53bbc,78a97a9a-37f5-451d-be05-bf6b7b68e8e4,2024-10-02 07:44:41.548953+00,「俺、陰キャだから」という、本当の陰キャが発言することのない生存者バイアス。,,false
844471e9-e819-4db8-9026-b14c91ccd1db,75e639a3-388d-46f4-b4d1-eda12f30d397,2024-10-02 07:33:32.47053+00,Hypixelのロビーにあるパルクールを完全制覇したぞぉぉぉ！,,false
8eea631b-810c-4969-b1ae-c12af9418631,44b8f6dd-366e-437a-b862-0c37c3f6e9ce,2024-10-02 04:13:49.190006+00,インターネットの文字とは、良くも悪くも声量の均一化を行います。,,false
10f130b1-8048-402a-a613-0ae984d93b40,78a97a9a-37f5-451d-be05-bf6b7b68e8e4,2024-09-26 07:11:24.790759+00,"どんな職場であろうと、エナドリを飲むのは止めたほうがいい。
いつの間にか習慣になるので、エグいレベルで不健康になるぞ。",,false
ee8bcb91-06cf-4087-b04f-3986990e2959,75e639a3-388d-46f4-b4d1-eda12f30d397,2024-09-26 07:01:40.848138+00,俺のパソコンは頻繁にバックダウンされるので、中では世界五分前仮説が成立している。,,false
eaa7479b-c38b-4a32-add2-cec0726c9165,78a97a9a-37f5-451d-be05-bf6b7b68e8e4,2024-09-23 05:02:42.618784+00,"世代が交代していると思ったら〜
初期状態が異なる同一の自分でした〜
チクショー！",,false
3417bc14-671a-46e8-826d-25acb5178a30,44b8f6dd-366e-437a-b862-0c37c3f6e9ce,2024-09-23 01:55:09.785482+00,"やがて、人間も、人類も、世界も死んでしまいます。
重要なのは、生き方でしょうか、死に方でしょうか。",,false
6520cb1c-73a7-42f5-93a7-69460b7b765c,44b8f6dd-366e-437a-b862-0c37c3f6e9ce,2024-09-22 13:53:13.811313+00,"例えば人間が自然の中に家を建てたとき、そこには自然の混沌と人間の秩序が隔てられます。
我々が住む宇宙は、どちらでしょうか？",,false
d484d342-5c92-4a8b-bb59-1287e716f928,78a97a9a-37f5-451d-be05-bf6b7b68e8e4,2024-09-19 06:16:04.97847+00,Good glitch?,c06054d9-c4b3-4145-8425-601c4936cc0d.jpg,false
412b54b3-ae6e-4eff-8a0d-67259e2243ef,78a97a9a-37f5-451d-be05-bf6b7b68e8e4,2024-09-19 06:15:29.541362+00,Good glitch.,7df72761-a515-45f5-9583-b03b0d0a76d3.jpg,false
7cdfef62-ef43-489e-aa5d-d8360741b3fb,44b8f6dd-366e-437a-b862-0c37c3f6e9ce,2024-09-17 23:03:15.471078+00,武器がない状況で人に致命的な損傷を与える最も効率的な方法は、物理法則：重力や遠心力を駆使することです。,,false
6bfd206a-d31c-459c-b58f-6526a67e4457,78a97a9a-37f5-451d-be05-bf6b7b68e8e4,2024-09-14 10:25:13.070533+00,"秋が訪れたと思ったら〜
杜撰な工事でした〜
チクショー！",25bf5e5e-36ed-4abf-afd1-05b08a6e198d.jpg,false
d376e8ef-2201-41fe-8ede-7d3743727a9c,75e639a3-388d-46f4-b4d1-eda12f30d397,2024-09-11 20:22:54.787513+00,DDで丸ごとバックアップしていたボリュームに不良セクターが出現してバックダウン時にエラーが発生する場合、ボリュームにテキトーな単一のパーティションを作成してから実行すると上手く入ります。,,false
046b385d-9365-47f1-a4dc-e2f30ee060b6,75e639a3-388d-46f4-b4d1-eda12f30d397,2024-09-11 02:22:56.900631+00,保守ッッッ！,,false
75fb00b8-af27-4516-9d94-a7cac9b09ff6,78a97a9a-37f5-451d-be05-bf6b7b68e8e4,2024-09-05 14:11:42.40773+00,"おゐ、偉大な発見をしたぞ。
「王国」から「一玉」を抜くと…「エロ」だ…。",,false
0608d9af-e9eb-4281-ab3d-a9d02c8820a6,78a97a9a-37f5-451d-be05-bf6b7b68e8e4,2024-09-01 23:41:16.10313+00,夢の夢で世界の終わりを動画に収めていたが、何故か端末が再起動して台無しになり、辛うじて夢の外へ端末を持ち出すことに成功したが、何故か他の写真も全て消えてしまったので、もしかすれば世界を跨いで情報を共有することは法律で禁止されているのかもしれない。,,false
3d3d8f32-64bf-4979-be4d-bad8a41500ce,78a97a9a-37f5-451d-be05-bf6b7b68e8e4,2024-08-30 23:20:12.358546+00,日本のサッカー選手が試合中に尻を出す確率は、ラーメン屋にラーメン冷まし機（ラーメンの熱気を飛ばして手を温めてくれる機械）がある確率よりも低い。,,false
26bcb21a-326d-4b05-80b7-6f716b68b9fb,44b8f6dd-366e-437a-b862-0c37c3f6e9ce,2024-08-29 12:23:58.035694+00,"存在が消滅する方法は2つある。
整然と無になるか、均一な混沌に包まれるか。
奇妙なことに、この世界も同じである。

ニンゲ・ンッテ・ナンナン (1964 - 2024)",,false
78922bb9-527a-434c-b915-8e55b0fd5796,78a97a9a-37f5-451d-be05-bf6b7b68e8e4,2024-08-28 13:58:37.71559+00,「INMUを知っているのは公にしないほうがいい」という言葉は知っている側が言うんだよなぁ…。,,false
68e9d165-fa5f-44ce-9ac8-53bed7a7e17b,44b8f6dd-366e-437a-b862-0c37c3f6e9ce,2024-08-28 11:16:57.462695+00,デジタルで作られた芸術作品を恒久的（人間の感覚に共通の刺激を与える出力媒体、環境に依存しない出力媒体）に残す方法はありますか？,,false
f6ae6a77-59db-403d-aa65-a8d2019652a9,78a97a9a-37f5-451d-be05-bf6b7b68e8e4,2024-08-26 23:14:27.00837+00,10時間の作業よりも2時間の歯科健診が嫌いな社畜,,false
be6174b0-994a-4fbe-b760-ea3de8ce95b0,78a97a9a-37f5-451d-be05-bf6b7b68e8e4,2024-08-26 23:12:46.826842+00,文化や習慣は少なからず風土に依存するのだから、他の地域から何も考えずに持ち込もうとするのはUNKOだと思うぜ。,,false
21defe2a-f735-4248-a585-022cb3e6e6be,78a97a9a-37f5-451d-be05-bf6b7b68e8e4,2024-08-23 21:51:26.3343+00,"とあるオッサンが踊るだけのMVを作っていたが、制作途中にオッサンが頭を撃ち抜かれるという大事件が発生。しかし、奇跡的に回復。無事に完成して投稿したところ、動画は瞬く間に注目を集め、何本か投稿したころには世界で一番の人気者に。それと同時に、大事件の容疑者の供述が現実味を帯び始める―――

「俺は未来から来たのさ。アイツが億万長者になるのを阻止するためにな。」",,false
792dd7f4-ed76-42f5-8539-5e8e344df719,78a97a9a-37f5-451d-be05-bf6b7b68e8e4,2024-08-20 12:50:32.684339+00,"秘密組織がデータを共通規格で保存するか？
大抵はフルスクだから、傍から見ればノイズだよ。",,false
c590d0bc-e7ff-4109-b7ba-928dcfbe06e0,75e639a3-388d-46f4-b4d1-eda12f30d397,2024-08-18 02:07:28.633604+00,"【教訓話】嘘は程々に

私がクソガキだった時代に、とあるネッ友がいた。
彼は面白い物品や興味深い生活を持っており、そんな話を聞いて私は楽しんでいた。
しかし、ある時、彼の人物像に矛盾が生じていることに気付いた私は、少しだけ疑問を抱いた。
話だけであれば、私は大して確信しなかった。
しかし、彼は文章の他に画像も添付していた。
それは、話の信憑性を与えると同時に、嘘を見抜く手掛かりでもあった。
まさかと思い、Googleの画像検索で調べると、様々なウェブサイトが一致する。
そして何より、彼が撮影した写真（一致しない画像）は一枚も存在しなかった。
嘘というのは、難しい。嘘を作り込めば、それだけヒントを与えてしまうのだ。",,false
f3c5c2ae-e6cd-4da9-9f5f-8f7957421834,75e639a3-388d-46f4-b4d1-eda12f30d397,2024-08-16 13:33:11.194436+00,再帰するハッシュ値、あるいは循環するハッシュ値に出会いたい。,,false
5a0ca31f-8446-46c3-9345-b3e6158fba3d,78a97a9a-37f5-451d-be05-bf6b7b68e8e4,2024-08-16 04:35:13.367831+00,"三大ぼんやり覚えられない文字列：

- カルダシェフ・スケール
- ラグジュアル・ポイント
- フルシチョフカ",,false
fa4f7e76-f56d-448a-ba9e-e03f1b6f23d0,75e639a3-388d-46f4-b4d1-eda12f30d397,2024-08-15 10:28:48.238895+00,チャットが使えないFPSゲームで味方を誤射した後に弁明する間もなく報復されてしまったので、コミュニケーションってマジで大切。,,false
b4117393-66bb-4dde-8c6b-8bdee8a32bef,78a97a9a-37f5-451d-be05-bf6b7b68e8e4,2024-08-14 00:17:47.865198+00,たまに夢の中で月刊コミックを買うのだが、久しぶりに中古を買ってみたところ、なぜか食べ物だけに赤黄緑のクレヨンで着色されていた。新手の嫌がらせか？,,false
5d801a49-4dbf-4b8a-86a9-a444e00e20a0,44b8f6dd-366e-437a-b862-0c37c3f6e9ce,2024-08-13 11:54:27.108895+00,"今日のインターネットが誹謗中傷に敏感なのは、相手や隣人に対する親和を忘れた故な気がします。
集団の規模に比例して世間の態度が公共化するのも、酒場（見知らぬ人間に対する熱狂や喧嘩が許される場所）を求める人々が減ったことも理解できますが、それと同時に「人間らしさ」を失っている可能性も否めません。",,false
a6ddd6ef-e69c-4403-adbb-dd7bfc996b9b,78a97a9a-37f5-451d-be05-bf6b7b68e8e4,2024-08-13 04:11:49.636769+00,"豆知識：

トラック（音声）を結合する場合、重複箇所に掛けるフェードは直線的（Linear）よりも対数的（Log）のほうが良い。",,false
a91f230e-aabe-4f94-a5b7-ec4913bbdda6,44b8f6dd-366e-437a-b862-0c37c3f6e9ce,2024-08-12 04:11:20.690136+00,"家族でバスを貸し切れると思ったら〜、
50メートル級の津波が押し寄せてくる夢でした〜。
チクショー！",,false
62a329ff-830d-4c83-aa8f-793b76a5ede9,75e639a3-388d-46f4-b4d1-eda12f30d397,2024-08-10 13:27:29.191906+00,ファイルの破損を恐れてハッシュ記録マンになってしまった。,,false
afd4b2ec-6de7-4f80-8ee7-2586376430a3,78a97a9a-37f5-451d-be05-bf6b7b68e8e4,2024-08-10 03:30:59.461198+00,アスキーアート、割とASCII以外の文字が使われている説。,,false
